1352,-2132,3016,14312,-576,1260,-73
1356,-2276,3084,14464,-466,1175,-142
1359,-2212,3044,14680,-382,1121,-200
1363,-2452,3032,14608,-297,920,-273
1367,-2644,3004,15060,-212,711,-290
1370,-2876,3048,15212,-152,514,-306
1373,-2880,3168,15284,-130,322,-325
1377,-2896,3276,15488,-103,138,-302
1380,-2900,3380,15744,-137,-40,-244
1383,-2836,3332,15704,-111,-201,-231
1387,-2824,3256,15780,-106,-337,-218
1390,-2604,3276,15780,-96,-391,-166
1393,-2560,3324,15628,-70,-395,-154
1396,-2412,3200,15312,-24,-371,-172
1400,-2228,3176,15244,5,-293,-195
1403,-1980,3096,15052,66,-144,-294
1406,-1984,3084,14912,78,21,-388
1410,-1944,3188,14836,149,183,-490
1414,-1900,3236,14688,114,379,-632
1417,-1984,3268,14692,105,582,-709
1420,-1932,3196,14668,77,786,-766
1423,-2088,3256,14516,48,946,-853
1427,-2188,3176,14640,-29,1021,-857
1430,-2328,3344,14568,-47,1137,-816
1433,-2544,3168,14840,-115,1178,-757
1437,-2732,3252,14852,-172,1192,-668
1440,-2800,3120,15076,-212,1150,-559
1443,-2900,3040,15152,-238,1056,-518
1447,-2956,2940,15228,-242,940,-507
1451,-3056,2840,15428,-260,792,-470
1454,-3068,2996,15300,-269,677,-499
1458,-3032,2852,15396,-242,543,-523
1461,-3084,2700,15264,-228,448,-614
1464,-2944,2672,15120,-228,316,-720
1468,-2904,2612,15160,-207,201,-806
1471,-2856,2676,15108,-186,163,-889
1474,-2724,2624,14980,-190,150,-974
1477,-2664,2616,15040,-205,151,-983
1481,-2652,2556,14744,-217,189,-988
1484,-2620,2548,14804,-278,235,-961
1487,-2512,2692,14620,-303,305,-891
1491,-2472,2696,14968,-373,410,-837
1495,-2480,2756,14756,-432,544,-732
1498,-2524,2748,14876,-515,670,-616
1502,-2488,2648,14852,-612,825,-501
1505,-2464,2652,14736,-692,909,-400
1508,-2512,2800,14892,-788,987,-264
1511,-2464,2828,14992,-870,1032,-176
1515,-2440,2744,15124,-924,1117,-72
1518,-2620,2676,15160,-960,1095,-31
1521,-2744,2664,15260,-995,1063,-25
1525,-2612,2880,15276,-1052,1007,-16
1528,-2500,2752,15224,-1064,921,-112
1531,-2676,2700,15316,-1122,857,-195
1536,-2572,2812,15136,-1146,778,-305
1539,-2480,2720,15040,-1205,725,-420
1543,-2552,2884,15044,-1238,641,-524
1546,-2736,2772,15012,-1283,550,-599
1549,-2584,2872,14956,-1285,442,-616
