363,-3768,3020,14752,-684,209,-122,0
366,-3476,3024,14884,-752,320,106,0
370,-2432,3076,15048,-689,-33,-71,0
373,-2336,3136,14904,-658,-665,-336,0
376,-2712,3064,15120,-613,-1007,-519,0
380,-3420,3008,14936,-681,-930,-380,0
384,-3700,2816,14952,-741,-460,-81,0
387,-2820,2868,15028,-815,-335,104,0
390,-2204,3012,15096,-753,-531,-51,0
394,-2120,2884,15160,-650,-908,-292,0
397,-2416,2904,15060,-592,-984,-410,0
400,-2888,3020,15176,-600,-718,-291,0
404,-2768,2868,15016,-646,-279,-155,0
407,-2304,3120,15124,-683,-141,-90,0
410,-1924,3240,15284,-594,-327,-334,0
414,-2064,3020,15368,-536,-541,-552,0
417,-2272,3132,15180,-531,-500,-572,0
420,-2932,3000,15032,-572,-83,-336,0
424,-2920,2980,15096,-665,356,-27,0
428,-2328,3128,15216,-696,471,49,0
431,-2088,3108,15124,-657,227,-42,0
434,-2164,3012,15072,-601,-12,-133,0
438,-2580,2992,14996,-564,51,-117,0
441,-3204,2936,15040,-632,405,123,0
444,-3064,2868,14836,-677,714,339,0
447,-2488,2912,14972,-674,655,278,0
451,-2244,3012,15024,-585,267,14,0
454,-2376,2820,14996,-500,-104,-257,0
457,-2960,3020,15000,-502,-202,-333,0
461,-3304,2936,15076,-485,21,-271,0
464,-3140,3080,15132,-532,203,-125,0
467,-2528,3004,14976,-520,63,-279,0
472,-2356,3088,15176,-439,-323,-469,0
475,-2712,2888,14860,-406,-465,-581,0
478,-2936,3108,14980,-437,-436,-494,0
482,-3036,2968,15012,-472,-169,-329,0
485,-2764,3020,15060,-538,-18,-196,0
488,-2524,2952,14968,-508,-84,-237,0
491,-2348,3016,15164,-501,-261,-344,0
495,-2420,2940,15128,-485,-291,-424,0
498,-2576,2884,15084,-503,-176,-358,0
501,-2920,2848,14880,-537,84,-234,0
505,-2456,2808,14864,-595,263,-122,0
508,-2360,2940,15072,-586,233,-167,0
512,-2388,2892,15236,-546,215,-227,0
516,-2352,2828,15036,-555,202,-251,0
519,-2592,2844,15108,-574,325,-207,0
522,-2696,2908,15076,-603,483,-127,0
526,-2560,2844,15124,-662,509,-110,0
529,-2652,2968,15176,-666,433,-180,0
532,-2600,2900,15112,-629,346,-207,0
535,-2808,3052,15140,-653,280,-226,0
539,-2824,2884,14992,-674,306,-195,0
542,-2804,2896,14944,-718,306,-172,0
545,-2692,2844,14860,-729,273,-186,0
549,-2640,2900,14976,-740,79,-278,0
552,-2572,2844,15096,-716,-54,-376,0
556,-2700,2940,14996,-725,-104,-345,0
560,-2704,2872,14956,-768,-61,-370,0
563,-2872,2812,14828,-751,-8,-310,0
566,-2532,2744,15040,-794,-10,-314,0
569,-2600,2948,15120,-789,-60,-283,0
573,-2568,2916,14956,-802,-65,-329,0
576,-2508,2832,15176,-810,-32,-297,0
579,-2432,2976,15088,-859,-4,-305,0
582,-2632,2968,15012,-862,21,-299,0
586,-2456,2876,15132,-868,14,-278,0
589,-2444,2844,15308,-887,40,-292,0
592,-2504,2976,15112,-936,48,-276,0
595,-2424,2984,15256,-927,77,-259,0
600,-2388,2948,15196,-954,117,-235,0
603,-2444,2992,15140,-925,113,-239,0
606,-2388,2916,15236,-943,102,-225,0
610,-2496,3036,15160,-969,102,-199,0
613,-2368,2936,15136,-954,82,-229,0
616,-2536,2920,15148,-986,77,-244,0
620,-2424,2984,15096,-996,86,-210,0
623,-2380,2936,14896,-973,48,-260,0
626,-2376,2960,15048,-976,35,-241,0
629,-2516,2880,14964,-993,-33,-232,0
633,-2528,2888,15028,-1002,-69,-251,0
636,-2536,2964,15044,-982,-108,-249,0
640,-2532,2964,15136,-998,-123,-237,0
644,-2568,2972,14940,-981,-160,-249,0
647,-2468,3000,15076,-977,-214,-256,0
650,-2540,3028,14968,-992,-241,-240,0
654,-2460,2956,15128,-965,-290,-245,0
657,-2492,2996,15148,-993,-276,-257,0
660,-2544,2932,15220,-1005,-309,-234,0
664,-2492,2960,14952,-958,-276,-282,0
667,-2544,3008,15244,-974,-317,-265,0
670,-2484,3036,15260,-966,-317,-270,0
674,-2488,2968,15112,-954,-297,-272,0
677,-2496,2948,15056,-944,-301,-271,0
680,-2480,3008,14904,-959,-262,-258,0
685,-2400,3004,15208,-952,-295,-249,0
688,-2492,2888,15132,-930,-295,-259,0
691,-2524,2964,15020,-915,-298,-220,0
695,-2524,2972,15072,-938,-309,-210,0
698,-2548,2980,14960,-920,-300,-180,0
701,-2564,2896,15092,-909,-294,-193,0
705,-2528,3136,15180,-927,-312,-184,0
708,-2576,2884,15008,-888,-353,-185,0
711,-2592,3044,14952,-869,-352,-193,0
715,-2540,3000,15044,-886,-377,-183,0
718,-2688,3012,15068,-854,-422,-206,0
721,-2528,2972,14912,-842,-429,-220,0
726,-2524,2920,15140,-847,-461,-223,0
729,-2640,3032,14976,-828,-495,-237,0
732,-2536,2948,15132,-829,-521,-245,0
735,-2728,3024,15000,-817,-538,-251,0
739,-2496,2916,15020,-777,-551,-238,0
742,-2556,2928,15040,-771,-567,-228,0
745,-2512,2964,15076,-771,-578,-251,0
749,-2580,3000,15200,-767,-588,-226,0
752,-2516,3036,15100,-745,-578,-245,0
755,-2580,3060,14992,-746,-556,-226,0
759,-2400,3068,15100,-748,-551,-214,0
762,-2600,3044,15140,-736,-533,-247,0
766,-2552,3020,15104,-720,-549,-204,0
770,-2536,2976,15108,-719,-508,-205,0
773,-2628,2880,14992,-690,-508,-197,0
777,-2576,2900,15124,-720,-494,-193,0
780,-2648,2992,15024,-720,-430,-164,0
783,-2516,2876,15004,-680,-460,-204,0
787,-2436,2964,14944,-712,-465,-168,0
790,-2588,2932,15148,-720,-441,-182,0
793,-2540,2940,15044,-678,-456,-173,0
797,-2580,3016,14920,-701,-465,-190,0
800,-2620,2964,15116,-716,-462,-163,0
803,-2532,2948,15012,-696,-457,-213,0
807,-2660,2832,15124,-692,-481,-189,0
811,-2696,2848,15124,-686,-472,-183,0
814,-2676,2792,14968,-678,-498,-192,0
818,-2792,2832,15184,-684,-513,-175,0
821,-2600,2864,15076,-704,-492,-194,0
824,-2656,2996,14956,-686,-524,-204,0
827,-2724,2896,14988,-697,-511,-173,0
831,-2620,2896,15168,-715,-507,-230,0
834,-2652,2952,15032,-721,-514,-214,0
837,-2728,2924,15156,-698,-489,-220,0
841,-2708,2860,15008,-684,-479,-197,0
844,-2656,2876,15108,-708,-444,-213,0
847,-2664,2864,15004,-715,-445,-212,0
851,-2656,2868,15276,-730,-449,-212,0
855,-2620,2868,14964,-695,-422,-209,0
859,-2600,2948,15024,-720,-412,-193,0
862,-2560,2860,15040,-723,-358,-168,0
865,-2532,2884,15224,-719,-339,-185,0
868,-2664,2900,15008,-744,-365,-184,0
872,-2680,2848,15092,-728,-315,-192,0
875,-2616,2892,14992,-716,-333,-157,0
878,-2608,2964,14964,-729,-315,-157,0
882,-2544,2912,14848,-720,-306,-170,0
885,-2668,2856,15060,-726,-329,-161,0
888,-2676,2900,15100,-729,-274,-172,0
892,-2564,3060,15108,-720,-326,-188,0
896,-2648,2928,15064,-719,-308,-173,0
900,-2540,2828,15116,-688,-318,-161,0
903,-2644,2960,15060,-691,-298,-184,0
906,-2628,2840,15152,-684,-317,-205,0
910,-2596,2868,14876,-686,-309,-195,0
913,-2504,2936,15080,-648,-310,-212,0
916,-2644,3012,15012,-686,-304,-178,0
920,-2508,3028,14920,-656,-299,-209,0
923,-2632,3048,14972,-670,-297,-183,0
926,-2336,3028,15192,-641,-320,-207,0
930,-2592,2984,15064,-626,-305,-207,0
933,-2536,3060,15044,-645,-257,-166,0
936,-2544,2984,15072,-623,-272,-184,0
941,-2400,3004,15140,-619,-218,-165,0
944,-2596,3060,15128,-596,-210,-133,0
947,-2584,2972,15076,-609,-186,-150,0
951,-2516,2884,15152,-571,-173,-149,0
954,-2472,3096,15076,-568,-165,-149,0
957,-2512,2976,15100,-549,-154,-151,0
960,-2544,2976,15140,-560,-117,-133,0
964,-2584,3072,15128,-519,-135,-162,0
967,-2572,2980,15148,-511,-162,-193,0
970,-2500,3068,15084,-515,-167,-215,0
974,-2532,2960,15036,-505,-181,-193,0
977,-2544,2936,15164,-485,-156,-188,0
980,-2564,2956,15012,-481,-118,-154,0
985,-2488,2980,15056,-457,-96,-141,0
988,-2660,3072,15076,-461,-146,-169,0
991,-2672,3004,15056,-455,-102,-159,0
995,-2580,2956,15108,-439,-113,-179,0
998,-2524,3000,15136,-434,-97,-168,0
1001,-2664,2884,14996,-423,-95,-184,0
1005,-2480,2892,15044,-438,-127,-196,0
1008,-2732,3056,15040,-435,-142,-191,0
1011,-2588,3016,15040,-400,-129,-231,0
1015,-2508,2980,15168,-422,-118,-235,0
1018,-2612,2944,15064,-392,-114,-200,0
1022,-2636,2948,15076,-419,-71,-208,0
1026,-2532,2944,15140,-405,-63,-177,0
1029,-2604,3036,15008,-420,-83,-210,0
1033,-2580,2972,15092,-430,-47,-205,0
1036,-2504,3044,15076,-419,-62,-203,0
1039,-2548,2944,15036,-439,-17,-200,0
1043,-2712,2960,14856,-434,-11,-183,0
1046,-2576,2908,14960,-447,-14,-186,0
1049,-2704,2896,14988,-450,-24,-201,0
1053,-2488,2976,15012,-465,-22,-218,0
1056,-2580,2912,15100,-459,-21,-203,0
1059,-2588,3004,15040,-504,32,-203,0
1063,-2632,2928,15080,-466,0,-202,0
1067,-2564,2912,15056,-493,1,-235,0
1070,-2608,2848,15104,-509,3,-194,0
1074,-2716,2936,15128,-489,9,-204,0
1077,-2628,2944,15168,-535,-3,-241,0
1080,-2508,3060,15124,-567,7,-202,0
1083,-2572,3036,15148,-559,-5,-236,0
1087,-2576,2944,15100,-576,-15,-240,0
1090,-2568,2908,15168,-576,-11,-250,0
1093,-2564,2936,14968,-590,10,-236,0
1097,-2688,3016,15044,-598,7,-214,0
1100,-2612,2960,15084,-625,22,-213,0
1103,-2500,2980,15140,-625,30,-218,0
1107,-2476,2840,15116,-659,15,-210,0
1111,-2616,2868,15208,-674,23,-237,0
1114,-2488,2976,15016,-696,20,-224,0
1118,-2548,2972,15076,-689,31,-220,0
1121,-2540,2892,15176,-748,51,-233,0
1124,-2488,2876,15052,-731,48,-230,0
1128,-2564,2864,15040,-765,56,-220,0
1131,-2556,3008,15192,-772,22,-230,0
1134,-2380,2996,15072,-785,32,-256,0
1138,-2512,2964,15052,-785,2,-267,0
1141,-2552,2912,14964,-788,40,-216,0
1144,-2624,2936,15220,-808,-2,-217,0
1147,-2440,2940,15272,-811,-27,-246,0
1152,-2560,2960,15036,-848,-15,-223,0
1155,-2504,2904,15112,-857,4,-225,0
1158,-2536,2896,15120,-885,19,-207,0
1162,-2528,2840,14984,-884,40,-182,0
1165,-2456,2896,14988,-906,41,-203,0
1168,-2552,2968,15140,-905,0,-221,0
1172,-2524,3036,15100,-885,6,-242,0
1175,-2592,2924,15064,-924,22,-247,0
1178,-2476,2860,15140,-918,-9,-241,0
1182,-2576,3004,14900,-929,11,-248,0
1185,-2452,2900,15016,-929,-25,-231,0
1188,-2612,3016,14996,-974,-39,-260,0
1192,-2564,3008,15060,-926,-41,-251,0
1196,-2444,3000,15000,-958,-40,-262,0
1199,-2624,3044,15140,-951,-52,-246,0
1203,-2568,2992,14928,-923,-72,-270,0
1206,-2476,3080,14980,-976,-74,-273,0
1209,-2584,2976,14936,-960,-77,-255,0
1213,-2536,2952,14956,-947,-92,-274,0
1216,-2592,3024,15224,-947,-110,-253,0
1219,-2488,3056,15120,-982,-97,-237,0
1223,-2444,3080,15164,-940,-65,-238,0
1226,-2544,3032,15048,-978,-107,-257,0
1229,-2528,2988,15152,-930,-129,-237,0
1233,-2556,2900,15180,-961,-121,-246,0
1236,-2540,2976,15072,-955,-119,-252,0
1241,-2444,3120,15180,-971,-119,-251,0
1244,-2468,2964,15060,-940,-142,-294,0
1247,-2576,2924,15020,-934,-160,-283,0
1251,-2488,2948,15236,-952,-140,-269,0
1254,-2496,3012,15008,-915,-152,-266,0
1258,-2568,2960,15084,-921,-159,-264,0
1261,-2628,2960,15100,-911,-162,-267,0
1264,-2416,2960,15164,-925,-157,-224,0
1268,-2508,2992,15084,-925,-184,-259,0
1271,-2600,2964,15180,-920,-181,-243,0
1275,-2552,3048,15080,-906,-202,-265,0
1278,-2500,3024,15124,-907,-184,-241,0
1282,-2576,2964,15000,-894,-230,-231,0
1286,-2456,2952,15200,-871,-222,-238,0
1289,-2512,2936,15064,-896,-240,-266,0
1293,-2448,2956,15008,-885,-254,-264,0
1296,-2640,3020,14968,-874,-268,-248,0
1299,-2468,2948,15052,-866,-246,-253,0
1303,-2552,2976,15120,-864,-266,-269,0
1306,-2588,3040,15088,-868,-255,-244,0
1310,-2516,3028,15080,-882,-268,-268,0
1313,-2500,3024,15056,-865,-289,-232,0
1316,-2584,2936,14956,-877,-295,-244,0
1320,-2508,2972,15084,-882,-280,-234,0
1324,-2536,2944,15160,-858,-276,-257,0
1328,-2644,2932,15136,-881,-317,-247,0
1331,-2568,2960,15212,-845,-272,-246,0
1334,-2548,2928,15040,-886,-293,-242,0
1338,-2584,2940,15072,-842,-311,-241,0
1341,-2660,2932,14888,-864,-297,-248,0
1344,-2608,2936,14984,-859,-296,-235,0
1348,-2628,2848,14852,-877,-300,-216,0
1351,-2564,2876,15204,-865,-297,-250,0
1355,-2564,2900,15052,-851,-296,-240,0
1358,-2576,2820,15120,-862,-325,-233,0
1362,-2672,2868,15012,-849,-297,-246,0
1366,-2532,2940,15216,-880,-299,-228,0
1369,-2632,3004,15100,-863,-309,-226,0
1373,-2556,2908,15188,-882,-319,-241,0
1376,-2564,2892,14984,-851,-313,-235,0
1380,-2552,2900,15252,-885,-328,-224,0
1383,-2588,2976,15032,-870,-315,-194,0
1386,-2572,2924,14956,-873,-321,-226,0
1390,-2656,2888,15060,-847,-298,-235,0
1393,-2520,2984,15072,-871,-327,-237,0
1396,-2568,2860,15028,-845,-301,-227,0
1400,-2568,2852,15156,-874,-302,-213,0
1403,-2612,2976,15128,-854,-288,-253,0
1408,-2624,2880,15132,-868,-304,-230,0
1411,-2552,2964,15088,-848,-286,-254,0
1414,-2644,2908,15008,-826,-303,-212,0
1418,-2692,2956,14960,-831,-284,-214,0
1421,-2692,2952,14956,-829,-290,-181,0
1425,-2532,2900,15076,-818,-287,-199,0
1428,-2604,2928,14968,-816,-276,-201,0
1431,-2564,3028,14964,-815,-276,-209,0
1435,-2544,2884,15004,-804,-269,-217,0
1438,-2544,3032,15156,-795,-277,-202,0
1442,-2584,2928,15080,-788,-283,-195,0
1445,-2552,2952,14992,-780,-262,-191,0
1448,-2536,2988,14980,-766,-276,-184,0
1453,-2492,2884,15052,-766,-264,-224,0
1456,-2568,2984,15024,-755,-273,-211,0
1460,-2656,3004,15200,-753,-279,-194,0
1463,-2468,3076,15076,-751,-259,-211,0
1466,-2588,3024,15268,-733,-255,-196,0
1470,-2580,2968,14976,-710,-253,-202,0
1473,-2548,2984,15080,-697,-257,-177,0
1477,-2632,3004,15200,-705,-268,-194,0
1480,-2512,3000,15156,-695,-233,-183,0
1483,-2540,3100,15148,-686,-222,-217,0
1487,-2620,2960,14964,-653,-259,-204,0
1490,-2520,2904,15036,-641,-248,-198,0
1495,-2464,3000,15004,-643,-242,-207,0
1498,-2580,2968,14948,-629,-227,-186,0
1501,-2648,2916,14952,-604,-229,-180,0
1505,-2468,3036,15080,-595,-231,-209,0
1508,-2628,2996,15088,-577,-221,-181,0
1512,-2508,3088,15052,-579,-227,-218,0
1515,-2504,2964,14944,-564,-226,-215,0
1518,-2524,3060,14956,-551,-204,-182,0
1522,-2644,2896,14900,-541,-217,-181,0
1525,-2468,2872,15184,-540,-214,-184,0
1529,-2576,2984,15072,-524,-221,-178,0
1532,-2444,3016,15208,-528,-204,-200,0
1536,-2656,2932,14976,-521,-211,-189,0
1540,-2620,2904,15200,-497,-202,-199,0
1543,-2576,3004,15136,-486,-199,-150,0
1547,-2444,2960,15092,-486,-171,-158,0
1550,-2636,3044,15116,-497,-202,-200,0
1553,-2608,2948,15200,-473,-199,-201,0
1557,-2616,3040,15108,-471,-228,-198,0
1560,-2500,3048,15128,-462,-182,-171,0
1563,-2484,2948,14904,-464,-193,-190,0
1567,-2616,2920,15076,-446,-200,-203,0
1570,-2600,2992,15080,-458,-216,-210,0
1574,-2556,2912,15096,-426,-198,-138,0
1577,-2620,2944,15156,-444,-203,-181,0
1581,-2548,2944,14936,-441,-178,-150,0
1585,-2412,2940,15000,-421,-180,-165,0
1588,-2632,2972,15112,-423,-182,-164,0
1592,-2528,2892,15056,-457,-152,-180,0
1595,-2576,2984,15136,-417,-169,-154,0
1598,-2524,2968,15112,-447,-167,-169,0
1602,-2620,2892,15100,-412,-141,-173,0
1605,-2644,2968,14888,-428,-174,-176,0
1609,-2576,2936,14928,-419,-160,-219,0
1612,-2660,2804,14868,-373,-178,-344,0
1615,-2600,2784,14688,-332,-215,-536,0
1619,-2624,2756,14764,-255,-220,-740,0
1623,-2836,2896,14484,-184,-243,-940,0
1627,-2828,2904,14476,-175,-317,-1087,0
1630,-3144,3160,14624,-179,-330,-1095,0
1634,-3188,3272,14692,-211,-365,-989,0
1637,-3272,3360,14908,-273,-357,-799,0
1640,-3284,3388,15296,-337,-361,-553,0
1644,-3336,3304,15448,-379,-337,-362,0
1647,-3356,3104,15452,-389,-339,-284,0
1650,-3388,3072,15504,-343,-250,-253,0
1654,-3112,2912,15520,-277,-201,-291,0
1657,-3144,2872,15580,-192,-87,-415,0
1661,-2956,2860,15348,-118,66,-506,0
1665,-2908,2824,15252,-70,238,-624,0
1668,-2788,2920,15128,-42,424,-702,0
1672,-2764,3112,14852,-46,620,-756,0
1675,-2848,3120,14824,-78,818,-738,0
1678,-2944,3088,14836,-115,986,-658,0
1682,-2768,3136,14512,-135,1157,-585,0
1685,-2844,3052,14720,-207,1310,-436,0
1689,-2940,2960,14788,-201,1404,-372,0
1692,-3096,2928,14772,-245,1445,-335,0
1695,-3224,2928,14928,-267,1443,-350,0
1699,-3328,2960,15120,-246,1388,-499,0
1702,-3476,2940,15244,-176,1264,-748,0
1707,-3644,2816,15140,-151,1173,-1004,0
1710,-3656,2880,15372,-141,1030,-1220,0
1714,-3700,2880,15028,-129,936,-1396,0
1717,-3696,2864,15040,-136,820,-1556,0
1721,-3408,3256,15144,-114,768,-1984,0
1724,-3488,3148,14960,-151,766,-2435,0
1727,-3248,3296,14852,-152,746,-2800,0
1731,-3260,3140,14816,-143,840,-3149,0
1734,-3208,3160,14732,-151,950,-3416,0
1738,-3104,3268,14752,-122,1085,-3763,0
1741,-3096,3064,14720,-75,1249,-3991,0
1745,-3124,3172,14636,-27,1446,-4192,0
1748,-3188,3084,14916,3,1620,-4221,0
1752,-3148,3256,14696,103,1786,-4214,0
1756,-3344,3132,15104,164,1969,-4066,0
1759,-3504,3240,14964,263,2100,-3898,0
1763,-3716,3200,15080,344,2215,-3771,0
1766,-3888,3360,15112,383,2296,-3636,0
1770,-4000,3516,15248,413,2337,-3567,0
1773,-4144,3452,15296,422,2311,-3582,0
1777,-4252,3488,15248,445,2305,-3712,0
1780,-4352,3488,15216,407,2243,-3815,0
1784,-4304,3596,15216,404,2214,-4091,0
1787,-4320,3376,14932,410,2143,-4408,0
1792,-4316,3732,14932,381,2143,-4630,0
1795,-4188,3468,14716,326,2128,-4798,0
1798,-4268,3484,14712,288,2194,-4960,0
1802,-4124,3344,14580,321,2298,-5211,0
1805,-4012,3136,14676,319,2447,-5454,0
1809,-3992,3136,14680,403,2564,-5772,0
1812,-3904,3068,14764,507,2774,-6074,0
1816,-3880,3084,14668,595,3032,-6327,0
1819,-3908,2972,14584,723,3269,-6563,0
1823,-4020,3132,14840,776,3528,-6736,0
1826,-4020,3000,14900,834,3789,-6779,0
1830,-4096,3076,14932,882,4044,-6783,0
1833,-4200,3084,14884,907,4285,-6631,0
1838,-4396,3152,14836,906,4486,-6423,0
1841,-4492,3016,14824,886,4710,-6180,0
1845,-4580,3148,14892,844,4873,-6013,0
1848,-4660,3064,14940,853,4977,-5872,0
1852,-4732,3036,14820,845,5096,-5768,0
1855,-4920,2924,14896,830,5123,-5765,0
1858,-4896,3168,14888,831,5165,-5820,0
1862,-5040,3048,14780,805,5181,-6005,0
1865,-5004,2968,14784,776,5146,-6161,0
1869,-5092,3064,14748,728,5136,-6463,0
1872,-5032,2884,14740,726,5126,-6766,0
1876,-5000,3040,14644,686,5156,-7145,0
1880,-4824,2884,14772,661,5178,-7485,0
1884,-4924,3004,14696,655,5194,-7884,0
1887,-4792,2868,14828,641,5248,-8351,0
1891,-5076,2924,14680,655,5336,-8774,0
1894,-4824,2888,14628,661,5397,-9224,0
1898,-4972,2952,14764,637,5483,-9688,0
1901,-4992,2924,14748,650,5587,-10096,0
1905,-4972,2940,14804,634,5726,-10539,0
1908,-4908,2896,14904,668,5849,-10879,0
1912,-4880,2924,14920,662,5979,-11226,0
1915,-5044,2892,14828,692,6151,-11556,0
1920,-5120,3020,14904,732,6348,-11699,0
1923,-5036,3084,14956,788,6471,-11689,0
1927,-5112,3052,14868,753,6669,-11823,0
1930,-5152,2976,14824,753,6837,-11596,0
1934,-5196,3032,14832,740,6974,-11434,0
1937,-5332,3120,14664,696,7071,-11340,0
1941,-5684,3184,14748,631,7134,-11012,0
1944,-5768,3216,14624,560,7168,-10709,0
1948,-5912,3132,14572,452,7185,-10240,0
1951,-5940,3200,14552,370,7139,-9844,0
1955,-5968,3036,14496,272,7130,-9433,0
1958,-6084,2964,14320,171,7051,-9149,0
1963,-6100,2748,14408,133,7001,-8955,0
1966,-6156,2708,14344,117,6923,-8853,0
1970,-6068,2616,14268,74,6803,-8892,0
1973,-6028,2460,13756,90,6761,-8725,0
1976,-5980,2640,13848,118,6717,-8592,0
1980,-5832,2264,14020,144,6717,-8437,0
1983,-5896,2488,14080,155,6713,-8350,0
1987,-6020,2372,14400,169,6739,-8287,0
1990,-6120,2476,14588,197,6813,-8278,0
1994,-6180,2692,14636,175,6846,-8283,0
1997,-6180,2780,14632,116,6927,-8239,0
2001,-6180,2856,14652,89,6975,-8213,0
2004,-6236,2800,14548,16,7117,-8256,0
2008,-6176,2864,14688,-52,7214,-8311,0
2012,-6116,2868,14568,-181,7320,-8443,0
2015,-6136,2860,14464,-227,7457,-8534,0
2019,-6208,2792,14556,-258,7634,-8660,0
2022,-6384,2800,14556,-216,7770,-8634,0
2026,-6336,2588,14360,-177,7922,-8534,0
2029,-6332,2628,14276,-88,8030,-8250,0
2033,-6240,2676,14136,-15,8177,-7992,0
2036,-6220,2352,14120,62,8329,-7671,0
2040,-6160,2168,13720,120,8411,-7323,0
2043,-6460,1992,13196,248,8365,-7033,0
2048,-6564,1960,13036,299,8217,-6915,0
2051,-6516,1892,12944,315,7923,-6818,0
2054,-6520,1832,12872,321,7591,-6559,0
2058,-6452,1816,13208,239,7296,-6057,0
2061,-6308,1692,13432,190,6980,-5331,0
